"freq
References : ['dB(Gc)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(Gc)
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
3.047 GHz,-8.603
3.047 GHz,-9.031
3.047 GHz,-10.366
3.047 GHz,-6.021
3.047 GHz,-6.021
3.047 GHz,<invalid>
3.047 GHz,-0.969
3.047 GHz,-2.499
3.047 GHz,-6.665
3.047 GHz,<invalid>
3.047 GHz,-13.010
3.047 GHz,-6.021
3.047 GHz,-5.119
3.047 GHz,<invalid>
3.047 GHz,-6.021
3.047 GHz,6.075
3.047 GHz,-5.082
3.047 GHz,-0.915
3.047 GHz,-9.488
3.047 GHz,0.000
3.047 GHz,6.021
3.047 GHz,-9.488
3.047 GHz,0.969
3.047 GHz,0.000
3.047 GHz,-9.031
3.047 GHz,-13.010
3.047 GHz,-2.129
3.047 GHz,-11.102
3.047 GHz,<invalid>
3.047 GHz,-6.021
3.047 GHz,-9.031
3.047 GHz,-15.051
3.047 GHz,-11.139
3.047 GHz,-3.098
3.047 GHz,-9.031
3.047 GHz,-0.969
3.047 GHz,-9.542
3.047 GHz,-10.000
3.047 GHz,<invalid>
3.047 GHz,-19.031
3.047 GHz,3.522
3.047 GHz,-16.021
3.047 GHz,-3.979
3.047 GHz,<invalid>
3.047 GHz,-11.139
3.047 GHz,<invalid>
3.047 GHz,-1.938
3.047 GHz,-7.959
3.047 GHz,-6.021
3.047 GHz,-6.990
3.047 GHz,-8.519
3.047 GHz,-9.488
3.047 GHz,-5.051
3.047 GHz,-1.597
3.047 GHz,<invalid>
3.047 GHz,12.041
3.047 GHz,-5.509
3.047 GHz,-6.990
3.047 GHz,-23.263
3.047 GHz,-22.041
3.047 GHz,-2.499
3.047 GHz,<invalid>
3.047 GHz,0.000
3.047 GHz,-15.315
3.047 GHz,-12.499
3.047 GHz,-10.000
3.047 GHz,<invalid>
3.047 GHz,1.938
3.047 GHz,-6.478
3.047 GHz,3.892
3.047 GHz,-3.010
3.047 GHz,<invalid>
3.047 GHz,1.938
3.047 GHz,<invalid>
3.047 GHz,-16.128
3.047 GHz,-1.072
3.047 GHz,<invalid>
3.047 GHz,7.044
3.047 GHz,<invalid>
3.047 GHz,<invalid>
3.047 GHz,-15.509
3.047 GHz,-6.021
3.047 GHz,-6.021
3.047 GHz,<invalid>
3.047 GHz,<invalid>
3.047 GHz,-12.041
3.047 GHz,-0.969
3.047 GHz,0.969
3.047 GHz,-5.509
3.047 GHz,0.000
3.047 GHz,6.021
3.047 GHz,0.000
3.047 GHz,-11.139
3.047 GHz,-8.062
3.047 GHz,-9.488
3.048 GHz,-1.072
3.048 GHz,<invalid>
3.048 GHz,-9.031
3.048 GHz,-6.284
3.048 GHz,<invalid>
3.048 GHz,-6.478
3.048 GHz,<invalid>
3.048 GHz,-11.530
3.048 GHz,-10.170
3.048 GHz,<invalid>
3.048 GHz,<invalid>
3.048 GHz,<invalid>
3.048 GHz,-12.606
3.048 GHz,-11.530
3.048 GHz,0.969
3.048 GHz,-6.021
3.048 GHz,0.000
3.048 GHz,3.892
3.048 GHz,-20.645
3.048 GHz,-8.062
3.048 GHz,-2.129
3.048 GHz,-3.468
3.048 GHz,-6.021
3.048 GHz,-6.021
3.048 GHz,0.000
3.048 GHz,-0.915
3.048 GHz,-11.102
3.048 GHz,5.776
3.048 GHz,7.044
3.048 GHz,-6.585
3.048 GHz,-12.304
3.048 GHz,-3.010
3.048 GHz,<invalid>
3.048 GHz,4.861
3.048 GHz,-21.335
3.048 GHz,5.051
3.048 GHz,-3.468
3.048 GHz,2.553
3.048 GHz,-27.980
3.048 GHz,-2.499
3.048 GHz,-15.051
3.048 GHz,-1.072
3.048 GHz,<invalid>
3.048 GHz,10.881
3.048 GHz,-6.585
3.048 GHz,-2.499
3.048 GHz,-6.021
3.048 GHz,3.522
3.048 GHz,-2.499
3.048 GHz,-1.072
3.048 GHz,-3.181
3.048 GHz,2.553
3.048 GHz,-16.021
3.048 GHz,-2.499
3.048 GHz,12.041
3.048 GHz,0.902
3.048 GHz,0.000
3.048 GHz,1.023
3.048 GHz,-8.603
3.048 GHz,<invalid>
3.048 GHz,-2.499
3.048 GHz,-2.499
3.048 GHz,7.959
3.048 GHz,<invalid>
3.048 GHz,-0.969
3.048 GHz,0.000
3.048 GHz,-5.119
3.048 GHz,-9.031
3.048 GHz,<invalid>
3.048 GHz,12.041
3.048 GHz,-5.051
3.048 GHz,-2.499
3.048 GHz,-4.082
3.048 GHz,-9.031
3.048 GHz,<invalid>
3.048 GHz,<invalid>
3.048 GHz,<invalid>
3.048 GHz,-9.488
3.048 GHz,-6.021
3.048 GHz,-18.129
3.048 GHz,-13.979
3.048 GHz,1.339
3.048 GHz,-1.339
3.048 GHz,5.051
3.048 GHz,-11.139
3.048 GHz,-6.021
3.048 GHz,<invalid>
3.048 GHz,-12.041
3.048 GHz,-11.102
3.048 GHz,-11.139
3.048 GHz,-13.010
3.048 GHz,-11.102
3.048 GHz,<invalid>
3.048 GHz,0.000
3.048 GHz,-6.021
3.048 GHz,-9.752
3.048 GHz,<invalid>
3.048 GHz,5.051
3.048 GHz,-0.969
3.048 GHz,-6.990
3.048 GHz,<invalid>
3.048 GHz,<invalid>
3.048 GHz,-5.509
3.048 GHz,9.542
3.048 GHz,<invalid>
3.048 GHz,-12.499
3.048 GHz,-6.021
3.048 GHz,1.938
3.048 GHz,-2.499
3.048 GHz,-2.095
3.048 GHz,-11.102
3.048 GHz,-12.606
3.048 GHz,<invalid>
3.048 GHz,-12.499
3.048 GHz,-5.119
3.048 GHz,-3.098
3.048 GHz,0.000
3.048 GHz,2.553
3.048 GHz,-2.499
3.048 GHz,-20.000
3.048 GHz,-9.488
3.048 GHz,1.938
3.048 GHz,<invalid>
3.048 GHz,-14.624
3.048 GHz,2.553
3.048 GHz,-9.542
3.048 GHz,-6.990
3.049 GHz,-8.062
3.049 GHz,-12.109
3.049 GHz,-25.888
3.049 GHz,6.021
3.049 GHz,-11.530
3.049 GHz,-7.253
3.049 GHz,-15.563
3.049 GHz,-11.139
3.049 GHz,-10.366
3.049 GHz,0.000
3.049 GHz,-1.160
3.049 GHz,<invalid>
3.049 GHz,-13.010
3.049 GHz,<invalid>
3.049 GHz,-1.938
3.049 GHz,<invalid>
3.049 GHz,<invalid>
3.049 GHz,-3.468
3.049 GHz,-14.607
3.049 GHz,-12.304
3.049 GHz,3.522
3.049 GHz,-6.021
3.049 GHz,-3.468
3.049 GHz,-3.098
3.049 GHz,-2.499
3.049 GHz,-3.098
3.049 GHz,-13.010
3.049 GHz,6.021
3.049 GHz,6.021
3.049 GHz,-9.031
3.049 GHz,7.959
3.049 GHz,1.938
3.049 GHz,3.522
3.049 GHz,1.339
3.049 GHz,<invalid>
3.049 GHz,-6.665
3.049 GHz,-2.499
3.049 GHz,6.075
3.049 GHz,-2.499
3.049 GHz,-9.752
3.049 GHz,-6.990
3.049 GHz,-0.969
3.049 GHz,-2.499
3.049 GHz,-9.031
3.049 GHz,-19.031
3.049 GHz,-13.010
3.049 GHz,0.000
3.049 GHz,-13.010
3.049 GHz,-0.244
3.049 GHz,<invalid>
3.049 GHz,-19.031
3.049 GHz,-13.010
3.049 GHz,-5.119
3.049 GHz,-11.139
3.049 GHz,<invalid>
3.049 GHz,-6.021
3.049 GHz,3.522
3.049 GHz,-9.284
3.049 GHz,-13.721
3.049 GHz,12.041
3.049 GHz,-11.139
3.049 GHz,-9.031
3.049 GHz,-20.000
3.049 GHz,-1.584
3.049 GHz,-24.150
3.049 GHz,-2.499
3.049 GHz,1.938
3.049 GHz,-6.990
3.049 GHz,3.522
3.049 GHz,3.010
3.049 GHz,4.437
3.049 GHz,-14.624
3.049 GHz,-13.010
3.049 GHz,-6.021
3.049 GHz,-1.160
3.049 GHz,-17.160
3.049 GHz,-10.458
3.049 GHz,<invalid>
3.049 GHz,-9.031
3.049 GHz,-6.585
3.049 GHz,-25.888
3.049 GHz,<invalid>
3.049 GHz,0.000
3.049 GHz,-10.000
3.049 GHz,-11.335
3.049 GHz,<invalid>
3.049 GHz,0.000
3.049 GHz,<invalid>
3.049 GHz,0.512
3.049 GHz,<invalid>
3.049 GHz,-2.129
3.049 GHz,-9.031
3.049 GHz,-7.700
3.049 GHz,-17.243
3.049 GHz,-12.606
3.049 GHz,-11.102
3.049 GHz,<invalid>
3.049 GHz,<invalid>
3.049 GHz,-2.129
3.049 GHz,-1.072
3.049 GHz,-4.087
3.049 GHz,-3.010
3.049 GHz,-2.499
3.049 GHz,1.938
3.049 GHz,2.553
3.049 GHz,-2.436
3.049 GHz,0.902
3.049 GHz,0.000
3.049 GHz,-5.509
3.049 GHz,-8.519
3.049 GHz,-11.139
3.049 GHz,-7.618
3.049 GHz,<invalid>
3.049 GHz,<invalid>
3.049 GHz,-6.990
3.049 GHz,-0.645
3.049 GHz,-6.990
3.049 GHz,-3.468
3.049 GHz,<invalid>
3.049 GHz,-6.021
3.049 GHz,-15.509
3.049 GHz,3.522
3.049 GHz,-8.783
3.049 GHz,0.512
3.049 GHz,-17.243
3.049 GHz,6.021
3.049 GHz,-7.618
3.049 GHz,-6.990
3.050 GHz,<invalid>
3.050 GHz,-1.938
3.050 GHz,1.938
3.050 GHz,3.522
3.050 GHz,-0.969
3.050 GHz,-6.021
3.050 GHz,-8.169
3.050 GHz,<invalid>
3.050 GHz,-10.458
3.050 GHz,-12.499
3.050 GHz,-2.499
3.050 GHz,-3.743
3.050 GHz,-3.468
3.050 GHz,-7.618
3.050 GHz,-3.010
3.050 GHz,<invalid>
3.050 GHz,-6.021
3.050 GHz,<invalid>
3.050 GHz,<invalid>
3.050 GHz,-6.021
3.050 GHz,-19.031
3.050 GHz,-12.041
3.050 GHz,-9.284
3.050 GHz,<invalid>
3.050 GHz,-20.645
3.050 GHz,-5.509
3.050 GHz,<invalid>
3.050 GHz,-9.284
3.050 GHz,-5.119
3.050 GHz,7.959
3.050 GHz,-5.051
3.050 GHz,1.938
3.050 GHz,-6.990
3.050 GHz,-5.051
3.050 GHz,-3.522
3.050 GHz,<invalid>
3.050 GHz,-0.969
3.050 GHz,-5.119
3.050 GHz,-16.021
3.050 GHz,3.010
3.050 GHz,-21.335
3.050 GHz,-6.021
3.050 GHz,<invalid>
3.050 GHz,<invalid>
3.050 GHz,-6.665
3.050 GHz,<invalid>
3.050 GHz,<invalid>
3.050 GHz,-6.990
3.050 GHz,-3.468
3.050 GHz,<invalid>
3.050 GHz,-2.499
3.050 GHz,<invalid>
3.050 GHz,1.938
3.050 GHz,-17.160
3.050 GHz,1.339
3.050 GHz,1.675
3.050 GHz,<invalid>
3.050 GHz,-2.499
3.050 GHz,-19.031
3.050 GHz,-3.010
3.050 GHz,0.969
3.050 GHz,-19.031
3.050 GHz,-13.010
3.050 GHz,3.522
3.050 GHz,-5.509
3.050 GHz,<invalid>
3.050 GHz,<invalid>
3.050 GHz,-9.488
3.050 GHz,-12.041
3.050 GHz,-16.478
3.050 GHz,-6.021
3.050 GHz,-2.499
3.050 GHz,-1.938
3.050 GHz,-9.542
3.050 GHz,<invalid>
3.050 GHz,<invalid>
3.050 GHz,-12.499
3.050 GHz,-6.021
3.050 GHz,-1.584
3.050 GHz,-8.783
3.050 GHz,-6.990
3.050 GHz,-6.021
3.050 GHz,-7.700
3.050 GHz,-8.783
3.050 GHz,6.990
3.050 GHz,-1.072
3.050 GHz,0.000
3.050 GHz,-15.563
3.050 GHz,-8.783
3.050 GHz,0.000
3.050 GHz,-14.607
3.050 GHz,<invalid>
3.050 GHz,-9.488
3.050 GHz,1.675
3.050 GHz,-5.119
3.050 GHz,-17.160
3.050 GHz,-12.499
3.050 GHz,-12.304
3.050 GHz,-20.000
3.050 GHz,4.861
3.050 GHz,-6.021
3.050 GHz,1.339
3.050 GHz,-16.128
3.050 GHz,3.892
3.050 GHz,-14.624
3.050 GHz,-1.072
3.050 GHz,-17.243
3.050 GHz,-18.325
3.050 GHz,<invalid>
3.050 GHz,6.021
3.050 GHz,-9.542
3.050 GHz,-4.998
3.050 GHz,-11.102
3.050 GHz,-5.082
3.050 GHz,6.021
3.050 GHz,-10.458
3.050 GHz,-0.969
3.050 GHz,-9.031
3.050 GHz,<invalid>
3.050 GHz,<invalid>
3.050 GHz,-1.938
3.050 GHz,-22.148
3.050 GHz,3.522
3.050 GHz,-7.618
3.050 GHz,-5.509
3.050 GHz,<invalid>
3.050 GHz,<invalid>
3.050 GHz,-10.458
3.050 GHz,-3.468
3.051 GHz,1.938
3.051 GHz,-22.041
3.051 GHz,-11.139
3.051 GHz,-24.150
3.051 GHz,-6.990
3.051 GHz,-3.010
3.051 GHz,5.051
3.051 GHz,-6.990
3.051 GHz,-6.021
3.051 GHz,-18.325
3.051 GHz,-1.160
3.051 GHz,-13.721
3.051 GHz,-2.499
3.051 GHz,-0.969
3.051 GHz,-9.031
3.051 GHz,-6.021
3.051 GHz,-17.160
3.051 GHz,<invalid>
3.051 GHz,<invalid>
3.051 GHz,-5.119
3.051 GHz,<invalid>
3.051 GHz,-8.311
3.051 GHz,<invalid>
3.051 GHz,1.339
3.051 GHz,6.021
3.051 GHz,<invalid>
3.051 GHz,-12.499
3.051 GHz,<invalid>
3.051 GHz,1.938
3.051 GHz,-6.990
3.051 GHz,-11.102
3.051 GHz,0.969
3.051 GHz,-13.380
3.051 GHz,-15.563
3.051 GHz,-8.169
3.051 GHz,<invalid>
3.051 GHz,-2.499
3.051 GHz,-2.499
3.051 GHz,-4.087
3.051 GHz,-16.021
3.051 GHz,-16.021
3.051 GHz,<invalid>
3.051 GHz,4.949
3.051 GHz,-6.021
3.051 GHz,-6.532
3.051 GHz,2.499
3.051 GHz,3.522
3.051 GHz,-6.021
3.051 GHz,-13.010
3.051 GHz,-11.530
3.051 GHz,0.000
3.051 GHz,5.051
3.051 GHz,-9.031
3.051 GHz,4.033
3.051 GHz,-14.624
3.051 GHz,-8.603
3.051 GHz,<invalid>
3.051 GHz,-12.041
3.051 GHz,<invalid>
3.051 GHz,<invalid>
3.051 GHz,-2.499
3.051 GHz,-13.010
3.051 GHz,-12.304
3.051 GHz,6.021
3.051 GHz,-3.522
3.051 GHz,-13.979
3.051 GHz,<invalid>
3.051 GHz,-15.347
3.051 GHz,0.000
3.051 GHz,-3.468
3.051 GHz,6.021
3.051 GHz,-3.064
3.051 GHz,-3.522
3.051 GHz,<invalid>
3.051 GHz,<invalid>
3.051 GHz,-3.522
3.051 GHz,<invalid>
3.051 GHz,3.522
3.051 GHz,0.512
3.051 GHz,-15.051
3.051 GHz,1.938
3.051 GHz,2.553
3.051 GHz,<invalid>
3.051 GHz,6.021
3.051 GHz,1.023
3.051 GHz,-4.082
3.051 GHz,-1.160
3.051 GHz,-3.468
3.051 GHz,<invalid>
3.051 GHz,3.522
3.051 GHz,2.499
3.051 GHz,-6.021
3.051 GHz,-9.542
3.051 GHz,-10.000
3.051 GHz,-23.181
3.051 GHz,<invalid>
3.051 GHz,-5.119
3.051 GHz,-1.584
3.051 GHz,3.522
3.051 GHz,-7.618
3.051 GHz,0.000
3.051 GHz,<invalid>
3.051 GHz,-11.139
3.051 GHz,<invalid>
3.051 GHz,-5.509
3.051 GHz,0.000
3.051 GHz,<invalid>
3.051 GHz,4.861
3.051 GHz,<invalid>
3.051 GHz,-9.542
3.051 GHz,-9.031
3.051 GHz,<invalid>
3.051 GHz,-15.509
3.051 GHz,<invalid>
3.051 GHz,3.522
3.051 GHz,6.021
3.051 GHz,-1.160
3.051 GHz,-6.021
3.051 GHz,-23.263
3.051 GHz,<invalid>
3.051 GHz,-3.522
3.051 GHz,-19.294
3.051 GHz,<invalid>
3.051 GHz,-26.702
3.051 GHz,-20.645
3.051 GHz,-11.139
3.051 GHz,-3.522
3.051 GHz,<invalid>
3.052 GHz,0.512
3.052 GHz,-3.522
3.052 GHz,-11.102
3.052 GHz,1.938
3.052 GHz,1.938
3.052 GHz,-6.021
3.052 GHz,2.499
3.052 GHz,-20.645
3.052 GHz,-3.468
3.052 GHz,-9.542
3.052 GHz,-7.093
3.052 GHz,6.021
3.052 GHz,4.949
3.052 GHz,0.512
3.052 GHz,<invalid>
3.052 GHz,-7.959
3.052 GHz,-2.499
3.052 GHz,-17.123
3.052 GHz,-1.584
3.052 GHz,4.949
3.052 GHz,0.969
3.052 GHz,-13.010
3.052 GHz,<invalid>
3.052 GHz,-17.160
3.052 GHz,<invalid>
3.052 GHz,3.522
3.052 GHz,-13.010
3.052 GHz,2.553
3.052 GHz,<invalid>
3.052 GHz,2.553
3.052 GHz,<invalid>
3.052 GHz,<invalid>
3.052 GHz,-2.499
3.052 GHz,5.776
3.052 GHz,-2.499
3.052 GHz,0.000
3.052 GHz,-13.010
3.052 GHz,-17.845
3.052 GHz,0.902
3.052 GHz,-11.139
3.052 GHz,<invalid>
3.052 GHz,7.959
3.052 GHz,-5.509
3.052 GHz,-12.212
3.052 GHz,<invalid>
3.052 GHz,3.522
3.052 GHz,3.892
3.052 GHz,3.522
3.052 GHz,-0.969
3.052 GHz,3.522
3.052 GHz,-15.509
3.052 GHz,0.969
3.052 GHz,-2.956
3.052 GHz,-0.258
3.052 GHz,-7.618
3.052 GHz,-8.603
3.052 GHz,-27.356
3.052 GHz,0.054
3.052 GHz,<invalid>
3.052 GHz,3.522
3.052 GHz,-14.624
3.052 GHz,-11.139
3.052 GHz,<invalid>
3.052 GHz,-12.499
3.052 GHz,-5.119
3.052 GHz,<invalid>
3.052 GHz,-8.519
3.052 GHz,<invalid>
3.052 GHz,-4.179
3.052 GHz,-13.010
3.052 GHz,-2.499
3.052 GHz,-11.102
3.052 GHz,-0.263
3.052 GHz,5.051
3.052 GHz,<invalid>
3.052 GHz,-9.031
3.052 GHz,-2.499
3.052 GHz,-6.279
3.052 GHz,1.675
3.052 GHz,-2.148
3.052 GHz,-10.325
3.052 GHz,<invalid>
3.052 GHz,-6.021
3.052 GHz,-6.021
3.052 GHz,-2.499
3.052 GHz,<invalid>
3.052 GHz,-14.624
3.052 GHz,<invalid>
3.052 GHz,-6.021
3.052 GHz,<invalid>
3.052 GHz,-6.665
3.052 GHz,4.861
3.052 GHz,-22.041
3.052 GHz,0.000
3.052 GHz,0.000
3.052 GHz,-25.051
3.052 GHz,-0.915
3.052 GHz,1.938
3.052 GHz,7.044
3.052 GHz,-20.682
3.052 GHz,0.000
3.052 GHz,-6.021
3.052 GHz,-3.010
3.052 GHz,-5.051
3.052 GHz,3.892
3.052 GHz,-7.618
3.052 GHz,<invalid>
3.052 GHz,-3.010
3.052 GHz,-12.499
3.052 GHz,<invalid>
3.052 GHz,0.902
3.052 GHz,-12.304
3.052 GHz,-12.606
3.052 GHz,-3.010
3.052 GHz,-2.499
3.052 GHz,7.044
3.052 GHz,-13.721
3.052 GHz,1.938
3.052 GHz,-24.150
3.052 GHz,-17.243
3.052 GHz,-6.990
3.052 GHz,-3.468
3.052 GHz,-15.938
3.052 GHz,-10.366
3.052 GHz,13.979
3.052 GHz,<invalid>
3.052 GHz,<invalid>
3.053 GHz,<invalid>
3.053 GHz,0.000
3.053 GHz,-10.366
3.053 GHz,1.850
3.053 GHz,<invalid>
3.053 GHz,5.051
3.053 GHz,-1.072
3.053 GHz,-13.847
3.053 GHz,-13.721
3.053 GHz,-13.010
3.053 GHz,-17.243
3.053 GHz,0.512
3.053 GHz,-6.021
3.053 GHz,<invalid>
3.053 GHz,-14.624
3.053 GHz,-5.509
3.053 GHz,1.339
3.053 GHz,-20.170
3.053 GHz,<invalid>
3.053 GHz,0.000
3.053 GHz,-11.335
3.053 GHz,-3.522
3.053 GHz,-21.335
3.053 GHz,-6.021
3.053 GHz,0.969
3.053 GHz,-3.468
3.053 GHz,-5.082
3.053 GHz,<invalid>
3.053 GHz,<invalid>
3.053 GHz,<invalid>
3.053 GHz,-15.051
3.053 GHz,-3.010
3.053 GHz,0.000
3.053 GHz,-9.031
3.053 GHz,<invalid>
3.053 GHz,9.542
3.053 GHz,-21.584
3.053 GHz,-12.041
3.053 GHz,-6.021
3.053 GHz,-15.938
3.053 GHz,-6.665
3.053 GHz,<invalid>
3.053 GHz,-6.021
3.053 GHz,<invalid>
3.053 GHz,-7.959
3.053 GHz,-10.366
3.053 GHz,0.000
3.053 GHz,6.990
3.053 GHz,-6.990
3.053 GHz,<invalid>
3.053 GHz,-9.488
3.053 GHz,-5.119
3.053 GHz,-0.263
3.053 GHz,0.000
3.053 GHz,<invalid>
3.053 GHz,-6.021
3.053 GHz,-1.072
3.053 GHz,-3.522
3.053 GHz,-15.051
3.053 GHz,0.969
3.053 GHz,<invalid>
3.053 GHz,<invalid>
3.053 GHz,3.522
3.053 GHz,<invalid>
3.053 GHz,<invalid>
3.053 GHz,-17.243
3.053 GHz,-20.645
3.053 GHz,<invalid>
3.053 GHz,-3.522
3.053 GHz,<invalid>
3.053 GHz,-4.861
3.053 GHz,-1.597
3.053 GHz,4.033
3.053 GHz,-17.243
3.053 GHz,-1.560
3.053 GHz,0.054
3.053 GHz,-1.584
3.053 GHz,-9.031
3.053 GHz,<invalid>
3.053 GHz,<invalid>
3.053 GHz,-12.041
3.053 GHz,-9.201
3.053 GHz,-3.181
3.053 GHz,-8.783
3.053 GHz,3.668
3.053 GHz,3.522
3.053 GHz,7.959
3.053 GHz,<invalid>
3.053 GHz,3.892
3.053 GHz,-3.468
3.053 GHz,-21.959
3.053 GHz,-13.010
3.053 GHz,-11.139
3.053 GHz,-14.607
3.053 GHz,-8.603
3.053 GHz,-15.563
3.053 GHz,-4.437
3.053 GHz,1.938
3.053 GHz,-6.021
3.053 GHz,<invalid>
3.053 GHz,-9.542
3.053 GHz,<invalid>
3.053 GHz,-12.041
3.053 GHz,-6.021
3.053 GHz,-18.062
3.053 GHz,-13.010
3.053 GHz,2.503
3.053 GHz,-6.361
3.053 GHz,-14.624
3.053 GHz,<invalid>
3.053 GHz,-26.021
3.053 GHz,-17.243
3.053 GHz,-5.509
3.053 GHz,-11.139
3.053 GHz,-6.990
3.053 GHz,-6.021
3.053 GHz,4.949
3.053 GHz,-6.021
3.053 GHz,-7.700
3.053 GHz,<invalid>
3.053 GHz,-22.148
3.053 GHz,-15.563
3.053 GHz,-3.522
3.053 GHz,1.339
3.053 GHz,-12.606
3.053 GHz,9.542
3.053 GHz,-10.107
3.053 GHz,-11.139
3.054 GHz,-19.031
3.054 GHz,-6.021
3.054 GHz,0.902
3.054 GHz,-10.000
3.054 GHz,5.051
3.054 GHz,-6.990
3.054 GHz,<invalid>
3.054 GHz,-12.041
3.054 GHz,-9.031
3.054 GHz,-17.243
3.054 GHz,-6.665
3.054 GHz,-2.041
3.054 GHz,3.522
3.054 GHz,-12.041
3.054 GHz,-2.499
3.054 GHz,<invalid>
3.054 GHz,-9.488
3.054 GHz,5.051
3.054 GHz,-2.499
3.054 GHz,2.553
3.054 GHz,-11.102
3.054 GHz,7.959
3.054 GHz,-11.139
3.054 GHz,0.000
3.054 GHz,-6.284
3.054 GHz,-6.021
3.054 GHz,-0.969
3.054 GHz,7.044
3.054 GHz,<invalid>
3.054 GHz,<invalid>
3.054 GHz,-4.082
3.054 GHz,-6.021
3.054 GHz,<invalid>
3.054 GHz,0.512
3.054 GHz,-14.624
3.054 GHz,-2.499
3.054 GHz,-4.437
3.054 GHz,-0.258
3.054 GHz,-6.990
3.054 GHz,-20.645
3.054 GHz,-6.021
3.054 GHz,1.850
3.054 GHz,-2.583
3.054 GHz,0.000
3.054 GHz,-19.031
3.054 GHz,7.044
3.054 GHz,-17.243
3.054 GHz,3.010
3.054 GHz,-11.222
3.054 GHz,<invalid>
3.054 GHz,9.542
3.054 GHz,1.938
3.054 GHz,-9.542
3.054 GHz,-1.072
3.054 GHz,-6.021
3.054 GHz,-8.062
3.054 GHz,-9.488
3.054 GHz,9.542
3.054 GHz,3.522
3.054 GHz,-11.139
3.054 GHz,-5.082
3.054 GHz,-13.010
3.054 GHz,3.668
3.054 GHz,-10.628
3.054 GHz,<invalid>
3.054 GHz,-2.923
3.054 GHz,0.000
3.054 GHz,6.021
3.054 GHz,-9.031
3.054 GHz,-11.139
3.054 GHz,0.000
3.054 GHz,13.064
3.054 GHz,-14.803
3.054 GHz,2.499
3.054 GHz,3.892
3.054 GHz,-11.072
3.054 GHz,-6.021
3.054 GHz,-11.909
3.054 GHz,-5.509
3.054 GHz,-11.102
3.054 GHz,4.033
3.054 GHz,<invalid>
3.054 GHz,-20.645
3.054 GHz,<invalid>
3.054 GHz,-13.010
3.054 GHz,-13.721
3.054 GHz,-10.000
3.054 GHz,3.522
3.054 GHz,<invalid>
3.054 GHz,0.000
3.054 GHz,<invalid>
3.054 GHz,-4.082
3.054 GHz,-14.624
3.054 GHz,-10.458
3.054 GHz,-8.062
3.054 GHz,3.522
3.054 GHz,0.969
3.054 GHz,-1.072
3.054 GHz,-13.721
3.054 GHz,-8.129
3.054 GHz,-10.366
3.054 GHz,-3.468
3.054 GHz,-2.583
3.054 GHz,-6.021
3.054 GHz,-1.938
3.054 GHz,-5.051
3.054 GHz,-9.542
3.054 GHz,-15.051
3.054 GHz,-14.803
3.054 GHz,-8.062
3.054 GHz,<invalid>
3.054 GHz,-22.041
3.054 GHz,-17.160
3.054 GHz,6.990
3.054 GHz,-12.041
3.054 GHz,<invalid>
3.054 GHz,<invalid>
3.054 GHz,6.021
3.054 GHz,-8.603
3.054 GHz,-7.618
3.054 GHz,-19.868
3.054 GHz,-9.488
3.054 GHz,-5.119
3.054 GHz,-3.522
3.054 GHz,-12.041
3.054 GHz,-1.584
3.054 GHz,-9.542
3.054 GHz,7.959
3.054 GHz,-19.031
3.055 GHz,-9.763
3.055 GHz,-12.606
3.055 GHz,<invalid>
3.055 GHz,<invalid>
3.055 GHz,-11.139
3.055 GHz,6.021
3.055 GHz,<invalid>
3.055 GHz,-11.102
3.055 GHz,-21.367
3.055 GHz,6.021
3.055 GHz,-20.645
3.055 GHz,-13.010
3.055 GHz,-0.969
3.055 GHz,<invalid>
3.055 GHz,-3.468
3.055 GHz,-13.274
3.055 GHz,-4.437
3.055 GHz,-16.128
3.055 GHz,-22.041
3.055 GHz,-14.803
3.055 GHz,-17.160
3.055 GHz,<invalid>
3.055 GHz,-14.624
3.055 GHz,-13.847
3.055 GHz,-12.499
3.055 GHz,-6.021
3.055 GHz,-14.624
3.055 GHz,-10.881
3.055 GHz,-3.010
3.055 GHz,-5.082
3.055 GHz,-10.170
3.055 GHz,<invalid>
3.055 GHz,-7.959
3.055 GHz,-4.170
3.055 GHz,<invalid>
3.055 GHz,-20.645
3.055 GHz,-13.638
3.055 GHz,-4.082
3.055 GHz,-18.062
3.055 GHz,-9.031
3.055 GHz,<invalid>
3.055 GHz,-17.160
3.055 GHz,-2.499
3.055 GHz,-17.160
3.055 GHz,-15.509
3.055 GHz,-13.979
3.055 GHz,<invalid>
3.055 GHz,<invalid>
3.055 GHz,<invalid>
3.055 GHz,-13.010
3.055 GHz,-12.499
3.055 GHz,<invalid>
3.055 GHz,-9.542
3.055 GHz,-6.021
3.055 GHz,-3.468
3.055 GHz,<invalid>
3.055 GHz,<invalid>
3.055 GHz,2.840
3.055 GHz,-12.041
3.055 GHz,-2.583
3.055 GHz,<invalid>
3.055 GHz,0.000
3.055 GHz,-17.243
3.055 GHz,-7.253
3.055 GHz,-12.212
3.055 GHz,-8.603
3.055 GHz,-8.519
3.055 GHz,-20.000
3.055 GHz,-5.119
3.055 GHz,-0.258
3.055 GHz,-2.041
3.055 GHz,-10.000
3.055 GHz,-12.686
3.055 GHz,-15.563
3.055 GHz,<invalid>
3.055 GHz,-20.645
3.055 GHz,<invalid>
3.055 GHz,-1.584
3.055 GHz,-17.160
3.055 GHz,-6.021
