"freq
References : ['dB(Gc)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(Gc)
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
3.037 GHz,0.000
3.037 GHz,0.000
3.037 GHz,<invalid>
3.037 GHz,0.000
3.037 GHz,0.512
3.037 GHz,<invalid>
3.037 GHz,-6.021
3.037 GHz,<invalid>
3.037 GHz,0.000
3.037 GHz,-6.021
3.037 GHz,<invalid>
3.037 GHz,-21.072
3.037 GHz,<invalid>
3.037 GHz,-6.990
3.037 GHz,-7.618
3.037 GHz,6.021
3.037 GHz,-2.499
3.037 GHz,-13.010
3.037 GHz,<invalid>
3.037 GHz,<invalid>
3.037 GHz,-2.499
3.037 GHz,3.522
3.037 GHz,-2.499
3.037 GHz,-15.563
3.037 GHz,-2.499
3.037 GHz,-0.969
3.037 GHz,6.021
3.037 GHz,<invalid>
3.037 GHz,-6.021
3.037 GHz,-12.041
3.037 GHz,0.000
3.037 GHz,-15.051
3.037 GHz,0.000
3.037 GHz,-15.051
3.037 GHz,<invalid>
3.037 GHz,<invalid>
3.037 GHz,<invalid>
3.037 GHz,-21.072
3.037 GHz,<invalid>
3.037 GHz,<invalid>
3.037 GHz,-6.021
3.037 GHz,-15.051
3.037 GHz,<invalid>
3.037 GHz,<invalid>
3.037 GHz,-21.072
3.037 GHz,-5.509
3.037 GHz,0.969
3.037 GHz,-2.499
3.037 GHz,-6.021
3.037 GHz,3.522
3.038 GHz,-6.021
3.038 GHz,-1.072
3.038 GHz,<invalid>
3.038 GHz,-2.499
3.038 GHz,<invalid>
3.038 GHz,-6.021
3.038 GHz,6.021
3.038 GHz,-0.969
3.038 GHz,<invalid>
3.038 GHz,-6.021
3.038 GHz,-12.041
3.038 GHz,3.522
3.038 GHz,0.000
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,-13.010
3.038 GHz,<invalid>
3.038 GHz,-17.160
3.038 GHz,0.000
3.038 GHz,-15.051
3.038 GHz,-12.041
3.038 GHz,-6.021
3.038 GHz,<invalid>
3.038 GHz,-13.010
3.038 GHz,-3.468
3.038 GHz,-15.051
3.038 GHz,0.000
3.038 GHz,-6.021
3.038 GHz,<invalid>
3.038 GHz,0.000
3.038 GHz,-11.139
3.038 GHz,-15.051
3.038 GHz,3.522
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,0.000
3.038 GHz,-2.499
3.038 GHz,-6.021
3.038 GHz,-7.618
3.038 GHz,-15.051
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,-11.139
3.038 GHz,6.021
3.038 GHz,3.522
3.038 GHz,0.000
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,-12.041
3.038 GHz,3.522
3.038 GHz,-3.010
3.038 GHz,<invalid>
3.038 GHz,-3.468
3.038 GHz,-6.021
3.038 GHz,-9.488
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,0.000
3.038 GHz,-3.181
3.038 GHz,-3.010
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,-6.021
3.038 GHz,-10.000
3.038 GHz,0.000
3.038 GHz,-17.160
3.038 GHz,-15.051
3.038 GHz,-9.031
3.038 GHz,-11.139
3.038 GHz,-18.573
3.038 GHz,-13.010
3.038 GHz,-13.010
3.038 GHz,-18.573
3.038 GHz,-20.000
3.038 GHz,0.512
3.038 GHz,<invalid>
3.038 GHz,-11.139
3.038 GHz,0.000
3.038 GHz,-13.010
3.038 GHz,1.938
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,-13.010
3.038 GHz,-9.031
3.038 GHz,<invalid>
3.038 GHz,-3.979
3.038 GHz,-15.051
3.038 GHz,-12.553
3.038 GHz,-2.499
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,-6.990
3.038 GHz,-11.530
3.038 GHz,-13.010
3.038 GHz,<invalid>
3.038 GHz,-6.021
3.038 GHz,-9.031
3.038 GHz,3.522
3.038 GHz,-13.010
3.038 GHz,-9.031
3.038 GHz,-10.000
3.038 GHz,3.010
3.038 GHz,-6.021
3.038 GHz,-2.499
3.038 GHz,0.000
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,-2.499
3.038 GHz,0.969
3.038 GHz,0.000
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,3.522
3.038 GHz,-11.139
3.038 GHz,<invalid>
3.038 GHz,4.949
3.038 GHz,-9.031
3.038 GHz,-9.031
3.038 GHz,-6.021
3.038 GHz,-17.160
3.038 GHz,<invalid>
3.038 GHz,-11.139
3.038 GHz,<invalid>
3.038 GHz,6.021
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.038 GHz,<invalid>
3.039 GHz,-3.010
3.039 GHz,-9.031
3.039 GHz,0.000
3.039 GHz,<invalid>
3.039 GHz,-17.160
3.039 GHz,6.021
3.039 GHz,-9.031
3.039 GHz,-21.072
3.039 GHz,0.000
3.039 GHz,<invalid>
3.039 GHz,-17.160
3.039 GHz,-6.021
3.039 GHz,<invalid>
3.039 GHz,-20.000
3.039 GHz,-11.139
3.039 GHz,-17.160
3.039 GHz,<invalid>
3.039 GHz,-15.051
3.039 GHz,-6.021
3.039 GHz,-10.000
3.039 GHz,3.010
3.039 GHz,-11.139
3.039 GHz,-0.969
3.039 GHz,6.021
3.039 GHz,-11.793
3.039 GHz,-7.618
3.039 GHz,-9.031
3.039 GHz,<invalid>
3.039 GHz,-13.010
3.039 GHz,-6.284
3.039 GHz,-9.031
3.039 GHz,0.000
3.039 GHz,<invalid>
3.039 GHz,1.938
3.039 GHz,-6.021
3.039 GHz,<invalid>
3.039 GHz,0.000
3.039 GHz,-12.041
3.039 GHz,-11.139
3.039 GHz,-13.010
3.039 GHz,-13.010
3.039 GHz,-2.499
3.039 GHz,-6.021
3.039 GHz,<invalid>
3.039 GHz,-6.990
3.039 GHz,-18.573
3.039 GHz,-3.468
3.039 GHz,-3.010
3.039 GHz,<invalid>
3.039 GHz,-3.979
3.039 GHz,<invalid>
3.039 GHz,-6.478
3.039 GHz,<invalid>
3.039 GHz,-17.160
3.039 GHz,7.959
3.039 GHz,-11.139
3.039 GHz,1.938
3.039 GHz,-6.021
3.039 GHz,-8.603
3.039 GHz,-15.051
3.039 GHz,-6.021
3.039 GHz,-15.051
3.039 GHz,-9.031
3.039 GHz,-6.021
3.039 GHz,<invalid>
3.039 GHz,-6.478
3.039 GHz,-6.021
3.039 GHz,<invalid>
3.039 GHz,<invalid>
3.039 GHz,-0.969
3.039 GHz,-5.509
3.039 GHz,-6.532
3.039 GHz,<invalid>
3.039 GHz,-4.346
3.039 GHz,-6.990
3.039 GHz,-3.010
3.039 GHz,-1.584
3.039 GHz,<invalid>
3.039 GHz,0.000
3.039 GHz,6.021
3.039 GHz,3.522
3.039 GHz,3.522
3.039 GHz,-17.160
3.039 GHz,-10.000
3.039 GHz,-13.010
3.039 GHz,<invalid>
3.039 GHz,-6.284
3.039 GHz,0.512
3.039 GHz,-13.010
3.039 GHz,-2.499
3.039 GHz,0.000
3.039 GHz,-11.139
3.039 GHz,-1.584
3.039 GHz,<invalid>
3.039 GHz,9.542
3.039 GHz,0.000
3.039 GHz,-12.553
3.039 GHz,0.512
3.039 GHz,-6.990
3.039 GHz,-17.160
3.039 GHz,<invalid>
3.039 GHz,0.000
3.039 GHz,-9.031
3.039 GHz,-6.990
3.039 GHz,-10.000
3.039 GHz,0.000
3.039 GHz,-1.584
3.039 GHz,0.000
3.039 GHz,-13.010
3.039 GHz,<invalid>
3.039 GHz,-11.139
3.039 GHz,<invalid>
3.039 GHz,-13.010
3.039 GHz,<invalid>
3.039 GHz,<invalid>
3.039 GHz,-10.000
3.039 GHz,0.000
3.039 GHz,-6.021
3.039 GHz,-6.021
3.039 GHz,<invalid>
3.039 GHz,<invalid>
3.039 GHz,-15.051
3.039 GHz,-3.010
3.039 GHz,<invalid>
3.039 GHz,-14.624
3.039 GHz,-3.010
3.039 GHz,<invalid>
3.039 GHz,-6.021
3.040 GHz,-6.990
3.040 GHz,-17.160
3.040 GHz,-6.021
3.040 GHz,-3.468
3.040 GHz,-15.051
3.040 GHz,<invalid>
3.040 GHz,3.522
3.040 GHz,0.000
3.040 GHz,-6.021
3.040 GHz,<invalid>
3.040 GHz,-6.021
3.040 GHz,0.000
3.040 GHz,6.021
3.040 GHz,-6.990
3.040 GHz,<invalid>
3.040 GHz,-9.542
3.040 GHz,-6.021
3.040 GHz,0.512
3.040 GHz,<invalid>
3.040 GHz,0.000
3.040 GHz,0.000
3.040 GHz,0.969
3.040 GHz,<invalid>
3.040 GHz,-9.031
3.040 GHz,-17.160
3.040 GHz,-6.478
3.040 GHz,-9.031
3.040 GHz,<invalid>
3.040 GHz,-15.051
3.040 GHz,<invalid>
3.040 GHz,-11.139
3.040 GHz,0.512
3.040 GHz,-13.010
3.040 GHz,3.522
3.040 GHz,-15.051
3.040 GHz,-18.573
3.040 GHz,-1.584
3.040 GHz,-2.499
3.040 GHz,0.000
3.040 GHz,0.512
3.040 GHz,-19.031
3.040 GHz,-9.031
3.040 GHz,-3.468
3.040 GHz,-19.031
3.040 GHz,-9.031
3.040 GHz,0.000
3.040 GHz,<invalid>
3.040 GHz,-10.000
3.040 GHz,-16.021
3.040 GHz,<invalid>
3.040 GHz,-18.573
3.040 GHz,-9.031
3.040 GHz,-12.041
3.040 GHz,-13.010
3.040 GHz,-6.021
3.040 GHz,6.021
3.040 GHz,-13.010
3.040 GHz,-6.021
3.040 GHz,<invalid>
3.040 GHz,-9.031
3.040 GHz,<invalid>
3.040 GHz,-0.969
3.040 GHz,-16.021
3.040 GHz,-11.139
3.040 GHz,-3.979
3.040 GHz,<invalid>
3.040 GHz,-12.041
3.040 GHz,0.000
3.040 GHz,<invalid>
3.040 GHz,<invalid>
3.040 GHz,<invalid>
3.040 GHz,-11.793
3.040 GHz,-10.000
3.040 GHz,-3.010
3.040 GHz,4.949
3.040 GHz,0.969
3.040 GHz,0.000
3.040 GHz,-3.010
3.040 GHz,3.010
3.040 GHz,-9.031
3.040 GHz,-6.021
3.040 GHz,<invalid>
3.040 GHz,-6.021
3.040 GHz,<invalid>
3.040 GHz,-16.021
3.040 GHz,<invalid>
3.040 GHz,-2.499
3.040 GHz,-6.021
3.040 GHz,6.021
3.040 GHz,-2.499
3.040 GHz,<invalid>
3.040 GHz,-9.031
3.040 GHz,-3.010
3.040 GHz,3.522
3.040 GHz,-6.021
3.040 GHz,-6.990
3.040 GHz,0.000
3.040 GHz,-13.010
3.040 GHz,-16.021
3.040 GHz,<invalid>
3.040 GHz,-15.051
3.040 GHz,<invalid>
3.040 GHz,-6.021
3.040 GHz,-2.499
3.040 GHz,3.522
3.040 GHz,<invalid>
3.040 GHz,-13.010
3.040 GHz,<invalid>
3.040 GHz,-6.478
3.040 GHz,-13.010
3.040 GHz,-0.969
3.040 GHz,-9.031
3.040 GHz,<invalid>
3.040 GHz,-6.021
3.040 GHz,-6.021
3.040 GHz,-17.160
3.040 GHz,<invalid>
3.040 GHz,-15.051
3.040 GHz,-6.021
3.040 GHz,-5.509
3.040 GHz,-9.031
3.040 GHz,-10.000
3.040 GHz,-6.478
3.040 GHz,<invalid>
3.040 GHz,<invalid>
3.040 GHz,<invalid>
3.040 GHz,-9.031
3.041 GHz,-6.021
3.041 GHz,<invalid>
3.041 GHz,-17.160
3.041 GHz,0.000
3.041 GHz,0.000
3.041 GHz,3.522
3.041 GHz,-3.010
3.041 GHz,3.522
3.041 GHz,-6.990
3.041 GHz,3.522
3.041 GHz,<invalid>
3.041 GHz,0.000
3.041 GHz,<invalid>
3.041 GHz,<invalid>
3.041 GHz,-12.553
3.041 GHz,0.000
3.041 GHz,-6.021
3.041 GHz,-17.160
3.041 GHz,-11.139
3.041 GHz,-11.139
3.041 GHz,-6.021
3.041 GHz,<invalid>
3.041 GHz,-2.499
3.041 GHz,-6.021
3.041 GHz,-5.509
3.041 GHz,-12.304
3.041 GHz,-12.041
3.041 GHz,-3.468
3.041 GHz,0.512
3.041 GHz,-12.041
3.041 GHz,<invalid>
3.041 GHz,<invalid>
3.041 GHz,-6.990
3.041 GHz,-6.990
3.041 GHz,1.938
3.041 GHz,0.000
3.041 GHz,-10.000
3.041 GHz,1.938
3.041 GHz,-3.468
3.041 GHz,0.000
3.041 GHz,-13.010
3.041 GHz,<invalid>
3.041 GHz,<invalid>
3.041 GHz,-17.160
3.041 GHz,3.010
3.041 GHz,-6.990
3.041 GHz,-3.468
3.041 GHz,-15.051
3.041 GHz,-6.021
3.041 GHz,-13.010
3.041 GHz,-10.000
3.041 GHz,-9.031
3.041 GHz,0.000
3.041 GHz,<invalid>
3.041 GHz,-11.139
3.041 GHz,-3.010
3.041 GHz,-17.160
3.041 GHz,-6.990
3.041 GHz,-13.010
3.041 GHz,-9.031
3.041 GHz,6.021
3.041 GHz,<invalid>
3.041 GHz,<invalid>
3.041 GHz,3.522
3.041 GHz,-9.031
3.041 GHz,3.522
3.041 GHz,-9.031
3.041 GHz,0.512
3.041 GHz,<invalid>
3.041 GHz,0.000
3.041 GHz,<invalid>
3.041 GHz,-9.031
3.041 GHz,-9.542
3.041 GHz,3.522
3.041 GHz,<invalid>
3.041 GHz,<invalid>
3.041 GHz,-13.010
3.041 GHz,-2.499
3.041 GHz,-6.021
3.041 GHz,-5.509
3.041 GHz,<invalid>
3.041 GHz,<invalid>
3.041 GHz,6.021
3.041 GHz,-15.051
3.041 GHz,<invalid>
3.041 GHz,-9.031
3.041 GHz,0.000
3.041 GHz,-2.499
3.041 GHz,-13.010
3.041 GHz,-2.499
3.041 GHz,<invalid>
3.041 GHz,-5.119
3.041 GHz,2.553
3.041 GHz,0.000
3.041 GHz,-6.021
3.041 GHz,-13.010
3.041 GHz,-9.031
3.041 GHz,-1.072
3.041 GHz,-3.010
3.041 GHz,7.959
3.041 GHz,-11.139
3.041 GHz,0.000
3.041 GHz,0.512
3.041 GHz,3.522
3.041 GHz,-19.031
3.041 GHz,-2.041
3.041 GHz,-6.478
3.041 GHz,1.938
3.041 GHz,<invalid>
3.041 GHz,-3.010
3.041 GHz,-16.021
3.041 GHz,-16.021
3.041 GHz,<invalid>
3.041 GHz,-15.051
3.041 GHz,-3.010
3.041 GHz,-6.021
3.041 GHz,0.000
3.041 GHz,<invalid>
3.041 GHz,0.000
3.041 GHz,-19.031
3.041 GHz,<invalid>
3.041 GHz,6.021
3.041 GHz,-15.051
3.041 GHz,-6.990
3.041 GHz,<invalid>
3.041 GHz,-3.979
3.041 GHz,-9.031
3.041 GHz,<invalid>
3.042 GHz,0.000
3.042 GHz,-6.478
3.042 GHz,-13.010
3.042 GHz,6.021
3.042 GHz,3.522
3.042 GHz,-10.000
3.042 GHz,-6.478
3.042 GHz,<invalid>
3.042 GHz,-5.051
3.042 GHz,<invalid>
3.042 GHz,-3.010
3.042 GHz,-6.990
3.042 GHz,0.000
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,-13.010
3.042 GHz,0.000
3.042 GHz,-6.021
3.042 GHz,-12.499
3.042 GHz,1.938
3.042 GHz,3.522
3.042 GHz,-13.010
3.042 GHz,-9.488
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,3.522
3.042 GHz,-17.160
3.042 GHz,<invalid>
3.042 GHz,-6.021
3.042 GHz,-10.000
3.042 GHz,<invalid>
3.042 GHz,3.522
3.042 GHz,-17.160
3.042 GHz,0.512
3.042 GHz,<invalid>
3.042 GHz,-12.499
3.042 GHz,-6.021
3.042 GHz,-14.624
3.042 GHz,3.522
3.042 GHz,-9.031
3.042 GHz,<invalid>
3.042 GHz,3.010
3.042 GHz,3.010
3.042 GHz,-6.478
3.042 GHz,<invalid>
3.042 GHz,-17.160
3.042 GHz,-20.000
3.042 GHz,3.522
3.042 GHz,-8.783
3.042 GHz,<invalid>
3.042 GHz,-6.990
3.042 GHz,0.000
3.042 GHz,3.522
3.042 GHz,-9.031
3.042 GHz,-9.488
3.042 GHz,<invalid>
3.042 GHz,-11.139
3.042 GHz,-20.000
3.042 GHz,-9.031
3.042 GHz,-2.499
3.042 GHz,-6.021
3.042 GHz,<invalid>
3.042 GHz,-16.021
3.042 GHz,3.522
3.042 GHz,3.010
3.042 GHz,<invalid>
3.042 GHz,-16.021
3.042 GHz,-12.553
3.042 GHz,-3.010
3.042 GHz,-11.139
3.042 GHz,0.000
3.042 GHz,3.522
3.042 GHz,-13.010
3.042 GHz,<invalid>
3.042 GHz,-6.284
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,-9.031
3.042 GHz,<invalid>
3.042 GHz,6.021
3.042 GHz,0.512
3.042 GHz,-6.021
3.042 GHz,<invalid>
3.042 GHz,-6.021
3.042 GHz,0.000
3.042 GHz,-4.082
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,-3.468
3.042 GHz,<invalid>
3.042 GHz,-13.010
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,0.000
3.042 GHz,<invalid>
3.042 GHz,-6.021
3.042 GHz,3.522
3.042 GHz,<invalid>
3.042 GHz,<invalid>
3.042 GHz,-10.000
3.042 GHz,-3.010
3.042 GHz,-6.021
3.042 GHz,-3.010
3.042 GHz,-2.499
3.042 GHz,3.522
3.042 GHz,0.000
3.042 GHz,<invalid>
3.042 GHz,-11.139
3.042 GHz,-6.990
3.042 GHz,-0.969
3.042 GHz,-12.304
3.042 GHz,-2.499
3.042 GHz,-6.021
3.042 GHz,0.000
3.042 GHz,6.021
3.042 GHz,6.021
3.042 GHz,-6.990
3.042 GHz,3.522
3.042 GHz,-6.990
3.042 GHz,-3.010
3.042 GHz,0.000
3.042 GHz,-2.499
3.042 GHz,0.969
3.042 GHz,<invalid>
3.042 GHz,-15.051
3.042 GHz,-9.031
3.043 GHz,0.969
3.043 GHz,-10.000
3.043 GHz,0.000
3.043 GHz,-11.139
3.043 GHz,-12.041
3.043 GHz,-6.021
3.043 GHz,-20.645
3.043 GHz,-6.021
3.043 GHz,-9.031
3.043 GHz,-5.509
3.043 GHz,<invalid>
3.043 GHz,-6.021
3.043 GHz,-19.031
3.043 GHz,3.010
3.043 GHz,3.522
3.043 GHz,-6.478
3.043 GHz,-3.522
3.043 GHz,-15.051
3.043 GHz,<invalid>
3.043 GHz,-10.000
3.043 GHz,-3.010
3.043 GHz,<invalid>
3.043 GHz,0.512
3.043 GHz,0.000
3.043 GHz,-10.000
3.043 GHz,-6.021
3.043 GHz,<invalid>
3.043 GHz,<invalid>
3.043 GHz,<invalid>
3.043 GHz,-12.553
3.043 GHz,<invalid>
3.043 GHz,-6.478
3.043 GHz,-6.021
3.043 GHz,3.522
3.043 GHz,-3.979
3.043 GHz,0.000
3.043 GHz,<invalid>
3.043 GHz,0.000
3.043 GHz,-6.021
3.043 GHz,-6.021
3.043 GHz,3.522
3.043 GHz,-17.160
3.043 GHz,-12.304
3.043 GHz,3.010
3.043 GHz,-3.468
3.043 GHz,-10.000
3.043 GHz,-16.021
3.043 GHz,-9.031
3.043 GHz,-3.468
3.043 GHz,<invalid>
3.043 GHz,-5.119
3.043 GHz,4.949
3.043 GHz,-9.031
3.043 GHz,<invalid>
3.043 GHz,0.000
3.043 GHz,<invalid>
3.043 GHz,0.969
3.043 GHz,<invalid>
3.043 GHz,-19.031
3.043 GHz,-3.468
3.043 GHz,-15.051
3.043 GHz,<invalid>
3.043 GHz,6.021
3.043 GHz,0.000
3.043 GHz,3.522
3.043 GHz,0.000
3.043 GHz,<invalid>
3.043 GHz,-6.021
3.043 GHz,<invalid>
3.043 GHz,-0.969
3.043 GHz,<invalid>
3.043 GHz,-13.010
3.043 GHz,-9.031
3.043 GHz,-17.160
3.043 GHz,-6.990
3.043 GHz,-17.160
3.043 GHz,-3.468
3.043 GHz,-15.051
3.043 GHz,1.938
3.043 GHz,-6.990
3.043 GHz,-6.990
3.043 GHz,-9.031
3.043 GHz,-9.031
3.043 GHz,-6.021
3.043 GHz,-6.021
3.043 GHz,-3.468
3.043 GHz,<invalid>
3.043 GHz,4.949
3.043 GHz,-22.148
3.043 GHz,-3.468
3.043 GHz,7.959
3.043 GHz,3.522
3.043 GHz,<invalid>
3.043 GHz,<invalid>
3.043 GHz,-17.160
3.043 GHz,-5.509
3.043 GHz,-3.010
3.043 GHz,-18.573
3.043 GHz,-18.325
3.043 GHz,-18.325
3.043 GHz,0.000
3.043 GHz,-13.010
3.043 GHz,-2.499
3.043 GHz,-6.021
3.043 GHz,-9.031
3.043 GHz,-9.542
3.043 GHz,<invalid>
3.043 GHz,0.000
3.043 GHz,<invalid>
3.043 GHz,-13.010
3.043 GHz,-6.990
3.043 GHz,-20.000
3.043 GHz,<invalid>
3.043 GHz,<invalid>
3.043 GHz,<invalid>
3.043 GHz,0.000
3.043 GHz,-6.021
3.043 GHz,-13.010
3.043 GHz,-20.000
3.043 GHz,-9.031
3.043 GHz,0.000
3.043 GHz,<invalid>
3.043 GHz,0.000
3.043 GHz,-1.584
3.043 GHz,-6.021
3.043 GHz,-13.010
3.043 GHz,-6.478
3.043 GHz,-6.990
3.044 GHz,-12.041
3.044 GHz,7.959
3.044 GHz,-3.522
3.044 GHz,-6.021
3.044 GHz,-6.990
3.044 GHz,<invalid>
3.044 GHz,-13.010
3.044 GHz,<invalid>
3.044 GHz,0.969
3.044 GHz,-9.031
3.044 GHz,-13.010
3.044 GHz,-12.304
3.044 GHz,7.959
3.044 GHz,<invalid>
3.044 GHz,-9.031
3.044 GHz,-6.021
3.044 GHz,<invalid>
3.044 GHz,0.000
3.044 GHz,3.522
3.044 GHz,-13.010
3.044 GHz,-3.468
3.044 GHz,-10.000
3.044 GHz,-16.021
3.044 GHz,-9.031
3.044 GHz,-3.010
3.044 GHz,-13.010
3.044 GHz,-6.990
3.044 GHz,0.000
3.044 GHz,<invalid>
3.044 GHz,3.010
3.044 GHz,<invalid>
3.044 GHz,-6.990
3.044 GHz,0.000
3.044 GHz,-3.010
3.044 GHz,3.522
3.044 GHz,-16.021
3.044 GHz,-13.010
3.044 GHz,-0.969
3.044 GHz,0.000
3.044 GHz,0.000
3.044 GHz,-5.509
3.044 GHz,-9.031
3.044 GHz,-6.021
3.044 GHz,9.542
3.044 GHz,-6.021
3.044 GHz,-6.990
3.044 GHz,<invalid>
3.044 GHz,-6.021
3.044 GHz,-9.031
3.044 GHz,-6.021
3.044 GHz,<invalid>
3.044 GHz,-3.010
3.044 GHz,-6.478
3.044 GHz,-6.021
3.044 GHz,-10.628
3.044 GHz,4.949
3.044 GHz,-6.990
3.044 GHz,-6.021
3.044 GHz,0.512
3.044 GHz,1.938
3.044 GHz,3.522
3.044 GHz,7.959
3.044 GHz,-6.021
3.044 GHz,-6.990
3.044 GHz,-3.010
3.044 GHz,-3.468
3.044 GHz,<invalid>
3.044 GHz,-12.041
3.044 GHz,-4.346
3.044 GHz,-6.021
3.044 GHz,-6.021
3.044 GHz,<invalid>
3.044 GHz,-6.990
3.044 GHz,6.021
3.044 GHz,-1.584
3.044 GHz,-10.000
3.044 GHz,-6.021
3.044 GHz,0.512
3.044 GHz,<invalid>
3.044 GHz,-9.031
3.044 GHz,3.522
3.044 GHz,-16.021
3.044 GHz,6.021
3.044 GHz,-12.304
3.044 GHz,-0.969
3.044 GHz,<invalid>
3.044 GHz,4.949
3.044 GHz,<invalid>
3.044 GHz,-16.021
3.044 GHz,-3.010
3.044 GHz,-6.021
3.044 GHz,0.000
3.044 GHz,3.522
3.044 GHz,-1.584
3.044 GHz,-6.021
3.044 GHz,-13.010
3.044 GHz,-9.031
3.044 GHz,-9.031
3.044 GHz,<invalid>
3.044 GHz,-6.021
3.044 GHz,3.522
3.044 GHz,0.000
3.044 GHz,-13.010
3.044 GHz,-11.139
3.044 GHz,-3.979
3.044 GHz,<invalid>
3.044 GHz,3.010
3.044 GHz,3.522
3.044 GHz,-3.010
3.044 GHz,-13.010
3.044 GHz,7.959
3.044 GHz,3.522
3.044 GHz,<invalid>
3.044 GHz,-13.010
3.044 GHz,-22.148
3.044 GHz,3.522
3.044 GHz,-9.031
3.044 GHz,-1.072
3.044 GHz,-16.021
3.044 GHz,<invalid>
3.044 GHz,3.522
3.044 GHz,0.000
3.044 GHz,7.959
3.044 GHz,-2.499
3.044 GHz,<invalid>
3.044 GHz,<invalid>
3.044 GHz,-6.532
3.045 GHz,6.021
3.045 GHz,-16.021
3.045 GHz,-8.129
3.045 GHz,-11.139
3.045 GHz,<invalid>
3.045 GHz,0.000
3.045 GHz,-10.000
3.045 GHz,-6.990
3.045 GHz,-13.010
3.045 GHz,<invalid>
3.045 GHz,<invalid>
3.045 GHz,-9.031
3.045 GHz,3.010
3.045 GHz,-17.160
3.045 GHz,-3.468
3.045 GHz,-10.000
3.045 GHz,-6.990
3.045 GHz,6.021
3.045 GHz,0.512
3.045 GHz,<invalid>
3.045 GHz,-9.031
3.045 GHz,-6.990
3.045 GHz,-19.031
3.045 GHz,3.522
3.045 GHz,<invalid>
3.045 GHz,<invalid>
3.045 GHz,-15.051
3.045 GHz,-19.031
3.045 GHz,-6.990
3.045 GHz,3.522
3.045 GHz,<invalid>
3.045 GHz,6.021
3.045 GHz,<invalid>
3.045 GHz,0.969
3.045 GHz,0.969
3.045 GHz,-6.990
3.045 GHz,<invalid>
3.045 GHz,<invalid>
3.045 GHz,-1.072
3.045 GHz,2.553
3.045 GHz,-0.969
3.045 GHz,3.522
3.045 GHz,-6.021
3.045 GHz,-1.584
3.045 GHz,-3.098
3.045 GHz,<invalid>
3.045 GHz,-9.542
3.045 GHz,-6.990
3.045 GHz,-11.102
3.045 GHz,-7.723
3.045 GHz,-6.021
3.045 GHz,3.668
3.045 GHz,-0.969
3.045 GHz,-3.010
3.045 GHz,3.522
3.045 GHz,-14.607
3.045 GHz,-13.010
3.045 GHz,-7.959
3.045 GHz,-13.010
3.045 GHz,-18.129
3.045 GHz,-3.010
3.045 GHz,-6.361
3.045 GHz,-6.021
3.045 GHz,-6.021
3.045 GHz,-6.990
3.045 GHz,6.021
3.045 GHz,0.000
3.045 GHz,-1.938
3.045 GHz,3.892
3.045 GHz,-3.468
3.045 GHz,1.938
3.045 GHz,-2.499
3.045 GHz,6.021
3.045 GHz,3.522
3.045 GHz,<invalid>
3.045 GHz,0.512
3.045 GHz,-1.423
3.045 GHz,-10.000
3.045 GHz,0.000
3.045 GHz,3.892
3.045 GHz,-18.129
3.045 GHz,-6.021
3.045 GHz,-3.468
3.045 GHz,-9.031
3.045 GHz,2.553
3.045 GHz,<invalid>
3.045 GHz,-1.072
3.045 GHz,-5.119
3.045 GHz,-2.041
3.045 GHz,<invalid>
3.045 GHz,-6.990
3.045 GHz,-23.181
3.045 GHz,-1.597
3.045 GHz,-17.243
3.045 GHz,3.522
3.045 GHz,0.512
3.045 GHz,-15.051
3.045 GHz,<invalid>
3.045 GHz,7.044
3.045 GHz,-14.661
3.045 GHz,-0.915
3.045 GHz,-2.956
3.045 GHz,-6.585
3.045 GHz,-1.584
3.045 GHz,1.938
3.045 GHz,-5.119
3.045 GHz,-6.990
3.045 GHz,-7.700
3.045 GHz,-16.021
3.045 GHz,-6.021
3.045 GHz,-16.021
3.045 GHz,-3.181
3.045 GHz,-12.499
3.045 GHz,-3.522
3.045 GHz,9.542
3.045 GHz,-13.010
3.045 GHz,-2.499
3.045 GHz,<invalid>
3.045 GHz,-3.468
3.045 GHz,9.542
3.045 GHz,-9.488
3.045 GHz,-4.437
3.045 GHz,3.010
3.045 GHz,-0.969
