"freq
References : ['dB(analysis.SP.S(1,1))']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(analysis.SP.S(1,1))
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
8.214 GHz,-1.882
8.215 GHz,-1.881
8.215 GHz,-1.881
8.215 GHz,-1.881
8.215 GHz,-1.881
8.216 GHz,-1.880
8.216 GHz,-1.880
8.216 GHz,-1.880
8.217 GHz,-1.880
8.217 GHz,-1.880
8.217 GHz,-1.879
8.217 GHz,-1.879
8.218 GHz,-1.879
8.218 GHz,-1.879
8.218 GHz,-1.878
8.219 GHz,-1.878
8.219 GHz,-1.878
8.219 GHz,-1.878
8.219 GHz,-1.877
8.220 GHz,-1.877
8.220 GHz,-1.877
8.220 GHz,-1.877
8.221 GHz,-1.877
8.221 GHz,-1.876
8.221 GHz,-1.876
8.221 GHz,-1.876
8.222 GHz,-1.876
8.222 GHz,-1.875
8.222 GHz,-1.875
8.223 GHz,-1.875
8.223 GHz,-1.875
8.223 GHz,-1.874
8.223 GHz,-1.874
8.224 GHz,-1.874
8.224 GHz,-1.874
8.224 GHz,-1.874
8.224 GHz,-1.873
8.225 GHz,-1.873
8.225 GHz,-1.873
8.225 GHz,-1.873
8.226 GHz,-1.872
8.226 GHz,-1.872
8.226 GHz,-1.872
8.226 GHz,-1.872
8.227 GHz,-1.871
8.227 GHz,-1.871
8.227 GHz,-1.871
8.228 GHz,-1.871
8.228 GHz,-1.870
8.228 GHz,-1.870
8.228 GHz,-1.870
8.229 GHz,-1.870
8.229 GHz,-1.870
8.229 GHz,-1.869
8.230 GHz,-1.869
8.230 GHz,-1.869
8.230 GHz,-1.869
8.230 GHz,-1.868
8.231 GHz,-1.868
8.231 GHz,-1.868
8.231 GHz,-1.868
8.232 GHz,-1.867
8.232 GHz,-1.867
8.232 GHz,-1.867
8.232 GHz,-1.867
8.233 GHz,-1.867
8.233 GHz,-1.866
8.233 GHz,-1.866
8.233 GHz,-1.866
8.234 GHz,-1.866
8.234 GHz,-1.865
8.234 GHz,-1.865
8.235 GHz,-1.865
8.235 GHz,-1.865
8.235 GHz,-1.864
8.235 GHz,-1.864
8.236 GHz,-1.864
8.236 GHz,-1.864
8.236 GHz,-1.863
8.237 GHz,-1.863
8.237 GHz,-1.863
8.237 GHz,-1.863
8.237 GHz,-1.863
8.238 GHz,-1.862
8.238 GHz,-1.862
8.238 GHz,-1.862
8.239 GHz,-1.862
8.239 GHz,-1.861
8.239 GHz,-1.861
8.239 GHz,-1.861
8.240 GHz,-1.861
8.240 GHz,-1.860
8.240 GHz,-1.860
8.241 GHz,-1.860
8.241 GHz,-1.860
8.241 GHz,-1.860
8.241 GHz,-1.860
8.242 GHz,-1.860
8.242 GHz,-1.859
8.242 GHz,-1.859
8.242 GHz,-1.859
8.243 GHz,-1.859
8.243 GHz,-1.859
8.243 GHz,-1.859
8.244 GHz,-1.858
8.244 GHz,-1.858
8.244 GHz,-1.858
8.244 GHz,-1.858
8.245 GHz,-1.858
8.245 GHz,-1.858
8.245 GHz,-1.857
8.246 GHz,-1.857
8.246 GHz,-1.857
8.246 GHz,-1.857
8.246 GHz,-1.857
8.247 GHz,-1.857
8.247 GHz,-1.857
8.247 GHz,-1.856
8.248 GHz,-1.856
8.248 GHz,-1.856
8.248 GHz,-1.856
8.248 GHz,-1.856
8.249 GHz,-1.856
8.249 GHz,-1.855
8.249 GHz,-1.855
8.249 GHz,-1.855
8.250 GHz,-1.855
8.250 GHz,-1.855
8.250 GHz,-1.855
8.251 GHz,-1.855
8.251 GHz,-1.854
8.251 GHz,-1.854
8.251 GHz,-1.854
8.252 GHz,-1.854
8.252 GHz,-1.854
8.252 GHz,-1.854
8.253 GHz,-1.853
8.253 GHz,-1.853
8.253 GHz,-1.853
8.253 GHz,-1.853
8.254 GHz,-1.853
8.254 GHz,-1.853
8.254 GHz,-1.853
8.255 GHz,-1.852
8.255 GHz,-1.852
8.255 GHz,-1.852
8.255 GHz,-1.852
8.256 GHz,-1.852
8.256 GHz,-1.852
8.256 GHz,-1.851
8.257 GHz,-1.851
8.257 GHz,-1.851
8.257 GHz,-1.851
8.257 GHz,-1.851
8.258 GHz,-1.851
8.258 GHz,-1.851
8.258 GHz,-1.850
8.258 GHz,-1.850
8.259 GHz,-1.850
8.259 GHz,-1.850
8.259 GHz,-1.850
8.260 GHz,-1.850
8.260 GHz,-1.849
8.260 GHz,-1.849
8.260 GHz,-1.849
8.261 GHz,-1.849
8.261 GHz,-1.848
8.261 GHz,-1.848
8.262 GHz,-1.848
8.262 GHz,-1.848
8.262 GHz,-1.847
8.262 GHz,-1.847
8.263 GHz,-1.847
8.263 GHz,-1.847
8.263 GHz,-1.846
8.264 GHz,-1.846
8.264 GHz,-1.846
8.264 GHz,-1.846
8.264 GHz,-1.845
8.265 GHz,-1.845
8.265 GHz,-1.845
8.265 GHz,-1.845
8.266 GHz,-1.844
8.266 GHz,-1.844
8.266 GHz,-1.844
8.266 GHz,-1.844
8.267 GHz,-1.843
8.267 GHz,-1.843
8.267 GHz,-1.843
8.268 GHz,-1.843
8.268 GHz,-1.842
8.268 GHz,-1.842
8.268 GHz,-1.842
8.269 GHz,-1.842
8.269 GHz,-1.841
8.269 GHz,-1.841
8.269 GHz,-1.841
8.270 GHz,-1.841
8.270 GHz,-1.840
8.270 GHz,-1.840
8.271 GHz,-1.840
8.271 GHz,-1.840
8.271 GHz,-1.839
8.271 GHz,-1.839
8.272 GHz,-1.839
8.272 GHz,-1.839
8.272 GHz,-1.838
8.273 GHz,-1.838
8.273 GHz,-1.838
8.273 GHz,-1.838
8.273 GHz,-1.837
8.274 GHz,-1.837
8.274 GHz,-1.837
8.274 GHz,-1.837
8.275 GHz,-1.836
8.275 GHz,-1.836
8.275 GHz,-1.836
8.275 GHz,-1.836
8.276 GHz,-1.835
8.276 GHz,-1.835
8.276 GHz,-1.835
8.277 GHz,-1.834
8.277 GHz,-1.834
8.277 GHz,-1.834
8.277 GHz,-1.834
8.278 GHz,-1.833
8.278 GHz,-1.833
8.278 GHz,-1.833
8.278 GHz,-1.833
8.279 GHz,-1.832
8.279 GHz,-1.832
8.279 GHz,-1.832
8.280 GHz,-1.832
8.280 GHz,-1.831
8.280 GHz,-1.831
8.280 GHz,-1.831
8.281 GHz,-1.831
8.281 GHz,-1.830
8.281 GHz,-1.830
8.282 GHz,-1.830
8.282 GHz,-1.829
8.282 GHz,-1.829
8.282 GHz,-1.829
8.283 GHz,-1.828
8.283 GHz,-1.828
8.283 GHz,-1.828
8.284 GHz,-1.827
8.284 GHz,-1.827
8.284 GHz,-1.827
8.284 GHz,-1.826
8.285 GHz,-1.826
8.285 GHz,-1.826
8.285 GHz,-1.825
8.286 GHz,-1.825
8.286 GHz,-1.825
8.286 GHz,-1.824
8.286 GHz,-1.824
8.287 GHz,-1.824
8.287 GHz,-1.823
8.287 GHz,-1.823
8.287 GHz,-1.823
8.288 GHz,-1.823
8.288 GHz,-1.822
8.288 GHz,-1.822
8.289 GHz,-1.822
8.289 GHz,-1.821
8.289 GHz,-1.821
8.289 GHz,-1.821
8.290 GHz,-1.820
8.290 GHz,-1.820
8.290 GHz,-1.820
8.291 GHz,-1.819
8.291 GHz,-1.819
8.291 GHz,-1.819
8.291 GHz,-1.818
8.292 GHz,-1.818
8.292 GHz,-1.818
8.292 GHz,-1.817
8.293 GHz,-1.817
8.293 GHz,-1.817
8.293 GHz,-1.816
8.293 GHz,-1.816
8.294 GHz,-1.816
8.294 GHz,-1.815
8.294 GHz,-1.815
8.294 GHz,-1.815
8.295 GHz,-1.815
8.295 GHz,-1.814
8.295 GHz,-1.814
8.296 GHz,-1.814
8.296 GHz,-1.813
8.296 GHz,-1.813
8.296 GHz,-1.813
8.297 GHz,-1.812
8.297 GHz,-1.812
8.297 GHz,-1.812
8.298 GHz,-1.811
8.298 GHz,-1.811
8.298 GHz,-1.811
8.298 GHz,-1.810
8.299 GHz,-1.810
8.299 GHz,-1.810
8.299 GHz,-1.809
8.300 GHz,-1.809
8.300 GHz,-1.809
8.300 GHz,-1.809
8.300 GHz,-1.808
8.301 GHz,-1.808
8.301 GHz,-1.808
8.301 GHz,-1.807
8.302 GHz,-1.807
8.302 GHz,-1.807
8.302 GHz,-1.807
8.302 GHz,-1.806
8.303 GHz,-1.806
8.303 GHz,-1.806
8.303 GHz,-1.806
8.303 GHz,-1.805
8.304 GHz,-1.805
8.304 GHz,-1.805
8.304 GHz,-1.805
8.305 GHz,-1.804
8.305 GHz,-1.804
8.305 GHz,-1.804
8.305 GHz,-1.804
8.306 GHz,-1.803
8.306 GHz,-1.803
8.306 GHz,-1.803
8.307 GHz,-1.803
8.307 GHz,-1.802
8.307 GHz,-1.802
8.307 GHz,-1.802
8.308 GHz,-1.802
8.308 GHz,-1.801
8.308 GHz,-1.801
8.309 GHz,-1.801
8.309 GHz,-1.801
8.309 GHz,-1.800
8.309 GHz,-1.800
8.310 GHz,-1.800
8.310 GHz,-1.800
8.310 GHz,-1.799
8.311 GHz,-1.799
8.311 GHz,-1.799
8.311 GHz,-1.799
8.311 GHz,-1.798
8.312 GHz,-1.798
8.312 GHz,-1.798
8.312 GHz,-1.798
8.312 GHz,-1.797
8.313 GHz,-1.797
8.313 GHz,-1.797
8.313 GHz,-1.797
8.314 GHz,-1.796
8.314 GHz,-1.796
8.314 GHz,-1.796
8.314 GHz,-1.796
8.315 GHz,-1.795
8.315 GHz,-1.795
8.315 GHz,-1.795
8.316 GHz,-1.795
8.316 GHz,-1.794
8.316 GHz,-1.794
8.316 GHz,-1.794
8.317 GHz,-1.794
8.317 GHz,-1.793
8.317 GHz,-1.793
8.318 GHz,-1.793
8.318 GHz,-1.793
8.318 GHz,-1.792
8.318 GHz,-1.792
8.319 GHz,-1.792
8.319 GHz,-1.792
8.319 GHz,-1.791
8.320 GHz,-1.791
8.320 GHz,-1.791
8.320 GHz,-1.791
8.320 GHz,-1.791
8.321 GHz,-1.791
8.321 GHz,-1.791
8.321 GHz,-1.791
8.322 GHz,-1.791
8.322 GHz,-1.790
8.322 GHz,-1.790
8.322 GHz,-1.790
8.323 GHz,-1.790
8.323 GHz,-1.790
8.323 GHz,-1.790
8.323 GHz,-1.790
8.324 GHz,-1.790
8.324 GHz,-1.790
8.324 GHz,-1.790
8.325 GHz,-1.790
8.325 GHz,-1.790
8.325 GHz,-1.790
8.325 GHz,-1.790
8.326 GHz,-1.790
8.326 GHz,-1.790
8.326 GHz,-1.790
8.327 GHz,-1.790
8.327 GHz,-1.790
8.327 GHz,-1.790
8.327 GHz,-1.790
8.328 GHz,-1.790
8.328 GHz,-1.790
8.328 GHz,-1.790
8.329 GHz,-1.790
8.329 GHz,-1.790
8.329 GHz,-1.790
8.329 GHz,-1.790
8.330 GHz,-1.790
8.330 GHz,-1.790
8.330 GHz,-1.790
8.331 GHz,-1.790
8.331 GHz,-1.790
8.331 GHz,-1.790
8.331 GHz,-1.790
8.332 GHz,-1.790
8.332 GHz,-1.790
8.332 GHz,-1.790
8.332 GHz,-1.790
8.333 GHz,-1.790
8.333 GHz,-1.790
8.333 GHz,-1.790
8.334 GHz,-1.790
8.334 GHz,-1.790
8.334 GHz,-1.790
8.334 GHz,-1.790
8.335 GHz,-1.790
8.335 GHz,-1.790
8.335 GHz,-1.790
8.336 GHz,-1.790
8.336 GHz,-1.790
8.336 GHz,-1.790
8.336 GHz,-1.790
8.337 GHz,-1.790
8.337 GHz,-1.790
8.337 GHz,-1.790
8.338 GHz,-1.790
8.338 GHz,-1.790
8.338 GHz,-1.790
8.338 GHz,-1.790
8.339 GHz,-1.790
8.339 GHz,-1.790
8.339 GHz,-1.790
8.339 GHz,-1.790
8.340 GHz,-1.790
8.340 GHz,-1.790
8.340 GHz,-1.789
8.341 GHz,-1.789
8.341 GHz,-1.789
8.341 GHz,-1.789
8.341 GHz,-1.789
8.342 GHz,-1.788
8.342 GHz,-1.788
8.342 GHz,-1.788
8.343 GHz,-1.788
8.343 GHz,-1.788
8.343 GHz,-1.787
8.343 GHz,-1.787
8.344 GHz,-1.787
8.344 GHz,-1.787
8.344 GHz,-1.787
8.345 GHz,-1.787
8.345 GHz,-1.786
8.345 GHz,-1.786
8.345 GHz,-1.786
8.346 GHz,-1.786
8.346 GHz,-1.786
8.346 GHz,-1.785
8.347 GHz,-1.785
8.347 GHz,-1.785
8.347 GHz,-1.785
8.347 GHz,-1.785
8.348 GHz,-1.784
8.348 GHz,-1.784
8.348 GHz,-1.784
8.348 GHz,-1.784
8.349 GHz,-1.784
8.349 GHz,-1.783
8.349 GHz,-1.783
8.350 GHz,-1.783
8.350 GHz,-1.783
8.350 GHz,-1.783
8.350 GHz,-1.782
8.351 GHz,-1.782
8.351 GHz,-1.782
8.351 GHz,-1.782
8.352 GHz,-1.782
8.352 GHz,-1.782
8.352 GHz,-1.781
8.352 GHz,-1.781
8.353 GHz,-1.781
8.353 GHz,-1.781
8.353 GHz,-1.781
8.354 GHz,-1.780
8.354 GHz,-1.780
8.354 GHz,-1.780
8.354 GHz,-1.780
8.355 GHz,-1.780
8.355 GHz,-1.779
8.355 GHz,-1.779
8.356 GHz,-1.779
8.356 GHz,-1.779
8.356 GHz,-1.779
8.356 GHz,-1.778
8.357 GHz,-1.778
8.357 GHz,-1.778
8.357 GHz,-1.778
8.357 GHz,-1.778
8.358 GHz,-1.777
8.358 GHz,-1.777
8.358 GHz,-1.777
8.359 GHz,-1.777
8.359 GHz,-1.777
8.359 GHz,-1.776
8.359 GHz,-1.776
8.360 GHz,-1.776
8.360 GHz,-1.776
8.360 GHz,-1.776
8.361 GHz,-1.775
8.361 GHz,-1.775
8.361 GHz,-1.775
8.361 GHz,-1.775
8.362 GHz,-1.774
8.362 GHz,-1.774
8.362 GHz,-1.774
8.363 GHz,-1.773
8.363 GHz,-1.773
8.363 GHz,-1.773
8.363 GHz,-1.773
8.364 GHz,-1.772
8.364 GHz,-1.772
8.364 GHz,-1.772
8.365 GHz,-1.772
8.365 GHz,-1.771
8.365 GHz,-1.771
8.365 GHz,-1.771
8.366 GHz,-1.770
8.366 GHz,-1.770
8.366 GHz,-1.770
8.367 GHz,-1.770
8.367 GHz,-1.769
8.367 GHz,-1.769
8.367 GHz,-1.769
8.368 GHz,-1.769
8.368 GHz,-1.768
8.368 GHz,-1.768
8.368 GHz,-1.768
8.369 GHz,-1.767
8.369 GHz,-1.767
8.369 GHz,-1.767
8.370 GHz,-1.767
8.370 GHz,-1.766
8.370 GHz,-1.766
8.370 GHz,-1.766
8.371 GHz,-1.766
8.371 GHz,-1.765
8.371 GHz,-1.765
8.372 GHz,-1.765
8.372 GHz,-1.764
8.372 GHz,-1.764
8.372 GHz,-1.764
8.373 GHz,-1.764
8.373 GHz,-1.763
8.373 GHz,-1.763
8.374 GHz,-1.763
8.374 GHz,-1.763
8.374 GHz,-1.762
8.374 GHz,-1.762
8.375 GHz,-1.762
8.375 GHz,-1.762
8.375 GHz,-1.761
8.376 GHz,-1.761
8.376 GHz,-1.761
8.376 GHz,-1.760
8.376 GHz,-1.760
8.377 GHz,-1.760
8.377 GHz,-1.760
8.377 GHz,-1.759
8.377 GHz,-1.759
8.378 GHz,-1.759
8.378 GHz,-1.759
8.378 GHz,-1.758
8.379 GHz,-1.758
8.379 GHz,-1.758
8.379 GHz,-1.757
8.379 GHz,-1.757
8.380 GHz,-1.757
8.380 GHz,-1.757
8.380 GHz,-1.756
8.381 GHz,-1.756
8.381 GHz,-1.756
8.381 GHz,-1.756
8.381 GHz,-1.756
8.382 GHz,-1.755
8.382 GHz,-1.755
8.382 GHz,-1.755
8.383 GHz,-1.755
8.383 GHz,-1.754
8.383 GHz,-1.754
8.383 GHz,-1.754
8.384 GHz,-1.754
8.384 GHz,-1.754
8.384 GHz,-1.753
8.384 GHz,-1.753
8.385 GHz,-1.753
8.385 GHz,-1.753
8.385 GHz,-1.752
8.386 GHz,-1.752
8.386 GHz,-1.752
8.386 GHz,-1.752
8.386 GHz,-1.751
8.387 GHz,-1.751
8.387 GHz,-1.751
8.387 GHz,-1.751
8.388 GHz,-1.751
8.388 GHz,-1.750
8.388 GHz,-1.750
8.388 GHz,-1.750
8.389 GHz,-1.750
8.389 GHz,-1.749
8.389 GHz,-1.749
8.390 GHz,-1.749
8.390 GHz,-1.749
8.390 GHz,-1.749
8.390 GHz,-1.748
8.391 GHz,-1.748
8.391 GHz,-1.748
8.391 GHz,-1.748
8.392 GHz,-1.747
8.392 GHz,-1.747
8.392 GHz,-1.747
8.392 GHz,-1.747
8.393 GHz,-1.747
8.393 GHz,-1.746
8.393 GHz,-1.746
8.393 GHz,-1.746
8.394 GHz,-1.746
8.394 GHz,-1.745
8.394 GHz,-1.745
8.395 GHz,-1.745
8.395 GHz,-1.745
8.395 GHz,-1.745
8.395 GHz,-1.744
8.396 GHz,-1.744
8.396 GHz,-1.744
8.396 GHz,-1.744
8.397 GHz,-1.743
8.397 GHz,-1.743
8.397 GHz,-1.743
8.397 GHz,-1.743
8.398 GHz,-1.743
8.398 GHz,-1.742
8.398 GHz,-1.742
8.399 GHz,-1.742
8.399 GHz,-1.742
8.399 GHz,-1.741
8.399 GHz,-1.741
8.400 GHz,-1.741
8.400 GHz,-1.741
8.400 GHz,-1.741
8.401 GHz,-1.740
8.401 GHz,-1.740
8.401 GHz,-1.740
8.401 GHz,-1.740
8.402 GHz,-1.740
8.402 GHz,-1.739
8.402 GHz,-1.739
8.402 GHz,-1.739
8.403 GHz,-1.739
8.403 GHz,-1.738
8.403 GHz,-1.738
8.404 GHz,-1.738
8.404 GHz,-1.738
8.404 GHz,-1.738
8.404 GHz,-1.737
8.405 GHz,-1.737
8.405 GHz,-1.737
8.405 GHz,-1.737
8.406 GHz,-1.737
8.406 GHz,-1.736
8.406 GHz,-1.736
8.406 GHz,-1.736
8.407 GHz,-1.736
8.407 GHz,-1.735
8.407 GHz,-1.735
8.408 GHz,-1.735
8.408 GHz,-1.735
8.408 GHz,-1.735
8.408 GHz,-1.734
8.409 GHz,-1.734
8.409 GHz,-1.734
8.409 GHz,-1.734
8.410 GHz,-1.734
8.410 GHz,-1.733
8.410 GHz,-1.733
8.410 GHz,-1.733
8.411 GHz,-1.733
8.411 GHz,-1.733
8.411 GHz,-1.732
8.412 GHz,-1.732
8.412 GHz,-1.732
8.412 GHz,-1.732
8.412 GHz,-1.731
8.413 GHz,-1.731
8.413 GHz,-1.731
8.413 GHz,-1.731
8.413 GHz,-1.731
8.414 GHz,-1.730
8.414 GHz,-1.730
8.414 GHz,-1.730
8.415 GHz,-1.730
8.415 GHz,-1.730
8.415 GHz,-1.729
8.415 GHz,-1.729
8.416 GHz,-1.729
8.416 GHz,-1.729
8.416 GHz,-1.729
8.417 GHz,-1.728
8.417 GHz,-1.728
8.417 GHz,-1.728
8.417 GHz,-1.728
8.418 GHz,-1.727
8.418 GHz,-1.727
8.418 GHz,-1.727
8.419 GHz,-1.727
8.419 GHz,-1.727
8.419 GHz,-1.726
8.419 GHz,-1.726
8.420 GHz,-1.726
8.420 GHz,-1.726
8.420 GHz,-1.726
8.421 GHz,-1.725
8.421 GHz,-1.725
8.421 GHz,-1.725
8.421 GHz,-1.725
8.422 GHz,-1.725
8.422 GHz,-1.725
8.422 GHz,-1.725
8.422 GHz,-1.725
8.423 GHz,-1.724
8.423 GHz,-1.724
8.423 GHz,-1.724
8.424 GHz,-1.724
8.424 GHz,-1.724
8.424 GHz,-1.724
8.424 GHz,-1.724
8.425 GHz,-1.723
8.425 GHz,-1.723
8.425 GHz,-1.723
8.426 GHz,-1.723
8.426 GHz,-1.723
8.426 GHz,-1.723
8.426 GHz,-1.723
8.427 GHz,-1.723
8.427 GHz,-1.722
8.427 GHz,-1.722
8.428 GHz,-1.722
8.428 GHz,-1.722
8.428 GHz,-1.722
8.428 GHz,-1.722
8.429 GHz,-1.722
8.429 GHz,-1.721
8.429 GHz,-1.721
8.430 GHz,-1.721
8.430 GHz,-1.721
8.430 GHz,-1.721
8.430 GHz,-1.721
8.431 GHz,-1.721
8.431 GHz,-1.721
8.431 GHz,-1.720
8.431 GHz,-1.720
8.432 GHz,-1.720
8.432 GHz,-1.720
8.432 GHz,-1.720
8.433 GHz,-1.720
8.433 GHz,-1.720
8.433 GHz,-1.719
8.433 GHz,-1.719
8.434 GHz,-1.719
8.434 GHz,-1.719
8.434 GHz,-1.719
8.435 GHz,-1.719
8.435 GHz,-1.719
8.435 GHz,-1.719
8.435 GHz,-1.718
8.436 GHz,-1.718
8.436 GHz,-1.718
8.436 GHz,-1.718
8.437 GHz,-1.718
8.437 GHz,-1.718
8.437 GHz,-1.718
8.437 GHz,-1.717
8.438 GHz,-1.717
8.438 GHz,-1.717
8.438 GHz,-1.717
8.438 GHz,-1.717
8.439 GHz,-1.717
8.439 GHz,-1.717
8.439 GHz,-1.717
8.440 GHz,-1.716
8.440 GHz,-1.716
8.440 GHz,-1.716
8.440 GHz,-1.716
8.441 GHz,-1.716
8.441 GHz,-1.716
8.441 GHz,-1.715
8.442 GHz,-1.715
8.442 GHz,-1.715
8.442 GHz,-1.715
8.442 GHz,-1.715
8.443 GHz,-1.715
8.443 GHz,-1.715
8.443 GHz,-1.714
8.444 GHz,-1.714
8.444 GHz,-1.714
8.444 GHz,-1.714
8.444 GHz,-1.714
8.445 GHz,-1.714
8.445 GHz,-1.713
8.445 GHz,-1.713
8.446 GHz,-1.713
8.446 GHz,-1.713
8.446 GHz,-1.713
8.446 GHz,-1.713
8.447 GHz,-1.712
8.447 GHz,-1.712
8.447 GHz,-1.712
8.447 GHz,-1.712
8.448 GHz,-1.712
8.448 GHz,-1.712
8.448 GHz,-1.712
8.449 GHz,-1.711
8.449 GHz,-1.711
8.449 GHz,-1.711
8.449 GHz,-1.711
8.450 GHz,-1.711
8.450 GHz,-1.711
8.450 GHz,-1.710
8.451 GHz,-1.710
8.451 GHz,-1.710
8.451 GHz,-1.710
8.451 GHz,-1.710
8.452 GHz,-1.710
8.452 GHz,-1.709
8.452 GHz,-1.709
8.453 GHz,-1.709
8.453 GHz,-1.709
8.453 GHz,-1.709
8.453 GHz,-1.709
8.454 GHz,-1.709
8.454 GHz,-1.708
8.454 GHz,-1.708
8.455 GHz,-1.708
8.455 GHz,-1.708
8.455 GHz,-1.708
8.455 GHz,-1.708
8.456 GHz,-1.707
8.456 GHz,-1.707
8.456 GHz,-1.707
8.457 GHz,-1.707
8.457 GHz,-1.707
8.457 GHz,-1.707
8.457 GHz,-1.706
8.458 GHz,-1.706
8.458 GHz,-1.706
8.458 GHz,-1.706
8.458 GHz,-1.706
8.459 GHz,-1.706
8.459 GHz,-1.706
8.459 GHz,-1.705
8.460 GHz,-1.705
8.460 GHz,-1.705
8.460 GHz,-1.705
8.460 GHz,-1.705
8.461 GHz,-1.705
8.461 GHz,-1.705
8.461 GHz,-1.705
8.462 GHz,-1.704
8.462 GHz,-1.704
8.462 GHz,-1.704
8.462 GHz,-1.704
8.463 GHz,-1.704
8.463 GHz,-1.704
8.463 GHz,-1.704
8.464 GHz,-1.704
8.464 GHz,-1.704
8.464 GHz,-1.703
8.464 GHz,-1.703
8.465 GHz,-1.703
8.465 GHz,-1.703
8.465 GHz,-1.703
8.466 GHz,-1.703
8.466 GHz,-1.703
8.466 GHz,-1.703
8.466 GHz,-1.703
8.467 GHz,-1.702
8.467 GHz,-1.702
8.467 GHz,-1.702
8.467 GHz,-1.702
8.468 GHz,-1.702
8.468 GHz,-1.702
8.468 GHz,-1.702
8.469 GHz,-1.702
8.469 GHz,-1.702
8.469 GHz,-1.701
8.469 GHz,-1.701
8.470 GHz,-1.701
8.470 GHz,-1.701
8.470 GHz,-1.701
8.471 GHz,-1.701
8.471 GHz,-1.701
8.471 GHz,-1.701
8.471 GHz,-1.701
8.472 GHz,-1.700
8.472 GHz,-1.700
8.472 GHz,-1.700
8.473 GHz,-1.700
8.473 GHz,-1.700
8.473 GHz,-1.700
8.473 GHz,-1.700
8.474 GHz,-1.700
8.474 GHz,-1.700
8.474 GHz,-1.699
8.475 GHz,-1.699
8.475 GHz,-1.699
8.475 GHz,-1.699
8.475 GHz,-1.699
8.476 GHz,-1.699
8.476 GHz,-1.699
8.476 GHz,-1.699
8.476 GHz,-1.699
8.477 GHz,-1.699
8.477 GHz,-1.698
8.477 GHz,-1.698
8.478 GHz,-1.698
8.478 GHz,-1.698
8.478 GHz,-1.698
8.478 GHz,-1.698
8.479 GHz,-1.698
8.479 GHz,-1.698
8.479 GHz,-1.698
8.480 GHz,-1.697
8.480 GHz,-1.697
8.480 GHz,-1.697
8.480 GHz,-1.697
8.481 GHz,-1.696
8.481 GHz,-1.696
8.481 GHz,-1.696
8.482 GHz,-1.696
8.482 GHz,-1.695
8.482 GHz,-1.695
8.482 GHz,-1.695
8.483 GHz,-1.694
8.483 GHz,-1.694
8.483 GHz,-1.694
8.483 GHz,-1.693
8.484 GHz,-1.693
8.484 GHz,-1.693
8.484 GHz,-1.692
8.485 GHz,-1.692
8.485 GHz,-1.692
8.485 GHz,-1.691
8.485 GHz,-1.691
8.486 GHz,-1.691
8.486 GHz,-1.690
8.486 GHz,-1.690
8.487 GHz,-1.690
8.487 GHz,-1.689
8.487 GHz,-1.689
8.487 GHz,-1.689
8.488 GHz,-1.688
8.488 GHz,-1.688
8.488 GHz,-1.688
8.489 GHz,-1.688
8.489 GHz,-1.687
8.489 GHz,-1.687
8.489 GHz,-1.687
8.490 GHz,-1.686
8.490 GHz,-1.686
8.490 GHz,-1.686
8.491 GHz,-1.685
8.491 GHz,-1.685
8.491 GHz,-1.685
8.491 GHz,-1.684
8.492 GHz,-1.684
8.492 GHz,-1.684
8.492 GHz,-1.683
8.492 GHz,-1.683
8.493 GHz,-1.683
8.493 GHz,-1.682
8.493 GHz,-1.682
8.494 GHz,-1.682
8.494 GHz,-1.681
8.494 GHz,-1.681
8.494 GHz,-1.681
8.495 GHz,-1.681
8.495 GHz,-1.680
8.495 GHz,-1.680
8.496 GHz,-1.680
8.496 GHz,-1.679
8.496 GHz,-1.679
8.496 GHz,-1.679
8.497 GHz,-1.678
8.497 GHz,-1.678
8.497 GHz,-1.678
8.498 GHz,-1.677
8.498 GHz,-1.677
8.498 GHz,-1.677
8.498 GHz,-1.676
8.499 GHz,-1.676
8.499 GHz,-1.676
8.499 GHz,-1.675
8.500 GHz,-1.675
8.500 GHz,-1.675
8.500 GHz,-1.674
8.500 GHz,-1.674
8.501 GHz,-1.674
8.501 GHz,-1.674
8.501 GHz,-1.673
8.502 GHz,-1.673
8.502 GHz,-1.673
8.502 GHz,-1.673
8.502 GHz,-1.672
8.503 GHz,-1.672
8.503 GHz,-1.672
8.503 GHz,-1.672
8.503 GHz,-1.671
8.504 GHz,-1.671
8.504 GHz,-1.671
8.504 GHz,-1.671
8.505 GHz,-1.670
8.505 GHz,-1.670
8.505 GHz,-1.670
8.505 GHz,-1.670
8.506 GHz,-1.669
8.506 GHz,-1.669
8.506 GHz,-1.669
8.507 GHz,-1.669
8.507 GHz,-1.668
8.507 GHz,-1.668
8.507 GHz,-1.668
8.508 GHz,-1.668
8.508 GHz,-1.667
8.508 GHz,-1.667
8.509 GHz,-1.667
8.509 GHz,-1.667
8.509 GHz,-1.666
8.509 GHz,-1.666
8.510 GHz,-1.666
8.510 GHz,-1.666
8.510 GHz,-1.665
8.511 GHz,-1.665
8.511 GHz,-1.665
8.511 GHz,-1.665
8.511 GHz,-1.664
8.512 GHz,-1.664
8.512 GHz,-1.664
8.512 GHz,-1.663
8.512 GHz,-1.663
8.513 GHz,-1.663
8.513 GHz,-1.663
8.513 GHz,-1.662
8.514 GHz,-1.662
8.514 GHz,-1.662
8.514 GHz,-1.662
